,yyyymm,project,percent_3,download_count
148,2022-08,mini-lambda,47.3,1620
149,2022-08,valid8,95.7,39842
150,2022-08,fprules,1.7,363
151,2022-08,pytest-cases,70.5,95020
152,2022-08,sficopaf,1.6,63
153,2022-08,pyoad,15.3,85
154,2022-08,click,58.9,149910422
155,2022-08,nox,97.1,1740884
156,2022-08,parsyfiles,4.2,552
157,2022-08,genbadge,95.8,63729
158,2022-08,pytest-harvest,81.6,14947
159,2022-08,spawny,0.3,356
160,2022-07,envswitch,6.5,387
161,2022-07,yamlable,64.3,2994
162,2022-07,marshmallow-pyfields,5.3,95
163,2022-07,tabulate,95.2,38547491
164,2022-07,nox,97.7,1765774
165,2022-07,mixture,18.5,157
166,2022-07,parsyfiles,0.0,397
167,2022-07,classtools-autocode,0.0,61
168,2022-07,pytest-pilot,68.5,731
169,2022-07,pytest-steps,81.7,12995
170,2022-07,makefun,62.6,235886
171,2022-07,click,60.4,134870498
172,2022-07,genbadge,97.9,128136
173,2022-07,mini-lambda,46.3,1042
174,2022-07,pyoad,4.7,43
175,2022-07,mkdocs-gallery,12.6,501
176,2022-07,autoclass,5.5,2286
177,2022-07,fprules,4.0,273
178,2022-07,vtypes,56.9,174
179,2022-07,pytest-cases,74.3,82627
180,2022-07,m5py,15.5,84
181,2022-07,doit-api,11.3,283
182,2022-07,sficopaf,4.0,50
183,2022-07,spawny,5.0,323
184,2022-07,odsclient,25.6,683
185,2022-07,pytest-harvest,83.8,11707
186,2022-07,azmlclient,0.1,700
187,2022-07,valid8,96.4,33909
188,2022-07,pyfields,96.5,33279
189,2022-07,qdscreen,4.3,766
190,2022-07,decopatch,84.6,122610
191,2022-07,getversion,2.6,3860
192,2022-06,tabulate,95.2,38121920
193,2022-06,pytest-steps,80.7,13165
194,2022-06,marshmallow-pyfields,5.6,160
195,2022-06,odsclient,24.9,983
196,2022-06,genbadge,72.3,8706
197,2022-06,parsyfiles,4.4,540
198,2022-06,mixture,13.9,202
199,2022-06,pytest-harvest,78.4,14893
200,2022-06,getversion,6.7,5236
201,2022-06,mini-lambda,46.6,1617
202,2022-06,sficopaf,3.4,59
203,2022-06,azmlclient,4.0,903
204,2022-06,classtools-autocode,21.6,102
205,2022-06,pytest-pilot,52.8,853
206,2022-06,click,61.5,138786424
207,2022-06,envswitch,1.2,498
208,2022-06,spawny,2.9,347
209,2022-06,autoclass,6.0,3289
210,2022-06,vtypes,6.3,126
211,2022-06,valid8,96.1,43190
212,2022-06,pyfields,96.6,41947
213,2022-06,doit-api,2.4,333
214,2022-06,yamlable,62.3,2207
215,2022-06,makefun,67.6,244719
216,2022-06,mkdocs-gallery,2.7,701
217,2022-06,fprules,0.6,317
218,2022-06,pyoad,7.8,64
219,2022-06,qdscreen,3.3,123
220,2022-06,pytest-cases,77.3,88375
221,2022-06,decopatch,87.8,137125
222,2022-06,nox,97.1,1552526
223,2022-05,pytest-harvest,84.0,14009
224,2022-05,genbadge,61.7,5728
225,2022-05,yamlable,68.8,2126
226,2022-05,qdscreen,3.9,102
227,2022-05,envswitch,5.5,348
228,2022-05,pyoad,5.7,53
229,2022-05,autoclass,24.9,1807
230,2022-05,spawny,5.6,337
231,2022-05,pytest-pilot,51.3,752
232,2022-05,nox,96.3,969468
233,2022-05,valid8,95.9,32785
234,2022-05,makefun,83.1,182842
235,2022-05,click,61.9,134136164
236,2022-05,tabulate,95.3,38476997
237,2022-05,doit-api,10.6,264
238,2022-05,vtypes,9.9,111
239,2022-05,marshmallow-pyfields,8.3,84
240,2022-05,pytest-steps,80.2,10445
241,2022-05,odsclient,31.0,588
242,2022-05,mixture,24.1,166
243,2022-05,sficopaf,7.1,56
244,2022-05,mkdocs-gallery,6.6,858
245,2022-05,fprules,5.2,248
246,2022-05,pytest-cases,74.3,88940
247,2022-05,pyfields,95.5,31723
248,2022-05,getversion,2.0,5037
249,2022-05,parsyfiles,11.9,378
250,2022-05,classtools-autocode,7.5,67
251,2022-05,decopatch,84.8,128689
252,2022-05,azmlclient,5.4,478
253,2022-05,mini-lambda,66.2,1493
254,2022-04,pyoad,0.0,63
255,2022-04,vtypes,0.8,127
256,2022-04,genbadge,61.6,5481
257,2022-04,marshmallow-pyfields,2.7,148
258,2022-04,azmlclient,0.2,927
259,2022-04,fprules,0.3,338
260,2022-04,makefun,81.2,154842
261,2022-04,valid8,92.2,28542
262,2022-04,getversion,0.8,8349
263,2022-04,decopatch,83.9,107541
264,2022-04,pytest-steps,77.2,10053
265,2022-04,envswitch,1.8,547
266,2022-04,mixture,9.9,232
267,2022-04,odsclient,4.5,882
268,2022-04,classtools-autocode,7.1,98
269,2022-04,qdscreen,0.0,136
270,2022-04,spawny,0.0,438
271,2022-04,parsyfiles,0.0,625
272,2022-04,tabulate,95.0,33868837
273,2022-04,pyfields,92.3,28210
274,2022-04,nox,96.7,998410
275,2022-04,yamlable,62.5,2493
276,2022-04,sficopaf,0.0,60
277,2022-04,pytest-harvest,80.9,13550
278,2022-04,mini-lambda,31.9,1411
279,2022-04,doit-api,2.0,355
280,2022-04,pytest-cases,70.9,72471
281,2022-04,click,66.8,116422137
282,2022-04,pytest-pilot,43.3,1029
283,2022-04,mkdocs-gallery,2.5,958
284,2022-04,autoclass,10.0,3212
285,2022-03,pyfields,90.7,35905
286,2022-03,mixture,11.1,467
287,2022-03,genbadge,62.8,7776
288,2022-03,qdscreen,1.6,253
289,2022-03,pytest-harvest,67.6,11218
290,2022-03,odsclient,9.7,1510
291,2022-03,doit-api,3.3,816
292,2022-03,yamlable,47.7,2994
293,2022-03,spawny,1.7,819
294,2022-03,pytest-pilot,34.3,1325
295,2022-03,fprules,1.9,731
296,2022-03,pytest-steps,72.7,14716
297,2022-03,autoclass,4.3,6860
298,2022-03,parsyfiles,1.1,1141
299,2022-03,valid8,90.1,36657
300,2022-03,pytest-cases,67.7,81650
301,2022-03,azmlclient,0.7,2068
302,2022-03,mkdocs-gallery,4.7,1612
303,2022-03,pyoad,3.8,131
304,2022-03,sficopaf,2.4,126
305,2022-03,marshmallow-pyfields,2.7,291
306,2022-03,mini-lambda,25.7,2346
307,2022-03,tabulate,95.2,34484519
308,2022-03,click,71.8,108474247
309,2022-03,envswitch,1.4,1203
310,2022-03,classtools-autocode,2.5,201
311,2022-03,nox,96.8,1084818
312,2022-03,decopatch,83.2,116975
313,2022-03,makefun,80.8,170290
314,2022-03,getversion,2.5,8460
315,2022-03,vtypes,3.0,237
316,2022-02,genbadge,51.6,3150
317,2022-02,nox,97.0,925424
318,2022-02,pytest-steps,74.2,9787
319,2022-02,pyoad,3.0,66
320,2022-02,tabulate,95.6,30788889
321,2022-02,sficopaf,4.8,62
322,2022-02,spawny,4.4,641
323,2022-02,parsyfiles,4.5,558
324,2022-02,qdscreen,0.0,141
325,2022-02,autoclass,23.7,5300
326,2022-02,fprules,2.9,385
327,2022-02,vtypes,9.2,152
328,2022-02,classtools-autocode,2.1,95
329,2022-02,mini-lambda,38.2,1300
330,2022-02,doit-api,2.3,428
331,2022-02,decopatch,86.5,100136
332,2022-02,envswitch,3.3,548
333,2022-02,odsclient,16.6,1010
334,2022-02,getversion,4.4,5486
335,2022-02,pytest-pilot,29.0,1025
336,2022-02,mkdocs-gallery,3.7,1186
337,2022-02,azmlclient,0.7,1142
338,2022-02,mixture,13.1,251
339,2022-02,click,78.3,87955011
340,2022-02,pytest-cases,73.7,70718
341,2022-02,makefun,81.5,144533
342,2022-02,marshmallow-pyfields,2.9,140
343,2022-02,pyfields,91.1,27009
344,2022-02,pytest-harvest,81.2,10017
345,2022-02,valid8,92.7,27131
346,2022-02,yamlable,53.5,2520
347,2022-01,pytest-pilot,41.3,656
348,2022-01,doit-api,3.1,391
349,2022-01,nox,96.9,817262
350,2022-01,makefun,81.8,128639
351,2022-01,mixture,13.2,220
352,2022-01,fprules,3.0,368
353,2022-01,spawny,3.4,381
354,2022-01,pyfields,92.3,21490
355,2022-01,mini-lambda,35.2,1331
356,2022-01,marshmallow-pyfields,3.2,155
357,2022-01,genbadge,48.2,2799
358,2022-01,envswitch,3.6,614
359,2022-01,autoclass,19.1,3317
360,2022-01,parsyfiles,2.5,517
361,2022-01,sficopaf,8.3,60
362,2022-01,vtypes,8.6,128
363,2022-01,valid8,91.7,22234
364,2022-01,qdscreen,2.3,130
365,2022-01,getversion,2.4,6237
366,2022-01,pyoad,5.1,59
367,2022-01,click,82.2,91971754
368,2022-01,decopatch,86.1,81981
369,2022-01,tabulate,96.1,35878108
370,2022-01,odsclient,24.9,980
371,2022-01,pytest-cases,71.4,59021
372,2022-01,mkdocs-gallery,3.2,877
373,2022-01,azmlclient,2.9,876
374,2022-01,yamlable,69.4,2369
375,2022-01,classtools-autocode,6.3,80
376,2022-01,pytest-harvest,83.5,9751
377,2022-01,pytest-steps,83.8,11806
