,yyyymm,project,percent_3,download_count
126,2020-09,envswitch,1.9,695
127,2020-09,nox,99.6,262623
128,2020-09,autoclass,5.4,3347
129,2020-09,spawny,0.6,544
130,2020-09,pyoad,0.0,86
131,2020-09,decopatch,85.5,25496
132,2020-09,doit-api,3.8,1083
133,2020-08,envswitch,1.2,902
134,2020-08,pyfields,58.9,8633
135,2020-08,pyoad,0.9,107
136,2020-08,pytest-cases,50.0,16020
137,2020-08,pytest-pilot,0.8,251
138,2020-08,getversion,19.5,1434
139,2020-08,tabulate,87.1,9669325
140,2020-08,yamlable,9.4,1032
141,2020-08,decopatch,82.3,18228
142,2020-08,parsyfiles,0.0,1004
143,2020-08,odsclient,48.6,1300
144,2020-08,mini-lambda,29.7,2069
145,2020-08,makefun,76.6,23812
146,2020-08,pytest-steps,26.0,4423
147,2020-08,pytest-harvest,24.2,3367
148,2020-08,autoclass,5.2,4548
149,2020-08,fprules,0.0,421
150,2020-08,click,83.4,25483477
151,2020-08,classtools-autocode,3.5,142
152,2020-08,vtypes,2.0,198
153,2020-08,valid8,61.1,10442
154,2020-08,mixture,4.7,316
155,2020-08,sficopaf,1.0,96
156,2020-08,spawny,0.3,709
157,2020-08,nox,99.4,282227
158,2020-08,azmlclient,0.0,1234
159,2020-07,yamlable,13.8,725
160,2020-07,decopatch,87.0,16908
161,2020-07,tabulate,84.4,10314811
162,2020-07,nox,99.6,289017
163,2020-07,azmlclient,0.5,1012
164,2020-07,vtypes,3.5,141
165,2020-07,envswitch,0.8,773
166,2020-07,fprules,0.8,395
167,2020-07,pytest-pilot,1.2,164
168,2020-07,pytest-steps,46.0,2959
169,2020-07,click,82.4,27906374
170,2020-07,mixture,9.6,291
171,2020-07,pyfields,60.8,5503
172,2020-07,classtools-autocode,1.7,121
173,2020-07,pytest-harvest,35.6,2505
174,2020-07,pyoad,1.3,75
175,2020-07,getversion,10.4,1046
176,2020-07,makefun,84.6,20949
177,2020-07,odsclient,0.5,386
178,2020-07,autoclass,3.8,3721
179,2020-07,pytest-cases,58.5,14568
180,2020-07,spawny,0.2,413
181,2020-07,mini-lambda,65.5,3044
182,2020-07,sficopaf,1.5,65
183,2020-07,valid8,72.7,7618
184,2020-07,parsyfiles,0.2,548
185,2020-06,azmlclient,0.1,1863
186,2020-06,makefun,79.8,19442
187,2020-06,pytest-pilot,0.6,175
188,2020-06,parsyfiles,0.0,630
189,2020-06,pyfields,54.3,7004
190,2020-06,vtypes,15.5,213
191,2020-06,getversion,11.8,1139
192,2020-06,classtools-autocode,2.9,139
193,2020-06,nox,99.5,284412
194,2020-06,valid8,64.4,6142
195,2020-06,decopatch,85.7,15308
196,2020-06,autoclass,3.0,5603
197,2020-06,fprules,0.2,420
198,2020-06,sficopaf,0.0,65
199,2020-06,yamlable,13.6,804
200,2020-06,pytest-harvest,39.1,2691
201,2020-06,pyoad,0.0,71
202,2020-06,mini-lambda,7.0,1137
203,2020-06,mixture,12.6,278
204,2020-06,pytest-cases,53.5,14881
205,2020-06,odsclient,0.4,471
206,2020-06,tabulate,83.3,10301608
207,2020-06,envswitch,0.3,789
208,2020-06,click,80.7,29747528
209,2020-06,pytest-steps,30.7,3989
210,2020-06,spawny,0.0,497
211,2020-05,mixture,6.4,299
212,2020-05,sficopaf,1.4,69
213,2020-05,autoclass,2.2,4527
214,2020-05,envswitch,0.4,757
215,2020-05,pytest-pilot,0.7,292
216,2020-05,pytest-steps,33.0,3690
217,2020-05,makefun,80.5,18496
218,2020-05,vtypes,1.0,287
219,2020-05,yamlable,17.0,1242
220,2020-05,click,86.1,30249281
221,2020-05,mini-lambda,2.6,1551
222,2020-05,classtools-autocode,5.9,119
223,2020-05,fprules,0.8,523
224,2020-05,getversion,5.1,1323
225,2020-05,pyoad,5.4,74
226,2020-05,valid8,57.4,5895
227,2020-05,decopatch,83.8,15758
228,2020-05,pytest-cases,55.3,15717
229,2020-05,odsclient,1.1,616
230,2020-05,pyfields,54.6,5108
231,2020-05,nox,99.4,273617
232,2020-05,tabulate,80.9,9353812
233,2020-05,parsyfiles,1.3,600
234,2020-05,azmlclient,0.2,2345
235,2020-05,spawny,0.4,701
236,2020-05,pytest-harvest,23.0,5146
237,2020-04,envswitch,1.1,916
238,2020-04,click,85.4,26595944
239,2020-04,parsyfiles,0.7,765
240,2020-04,pytest-steps,26.1,3974
241,2020-04,mixture,7.5,322
242,2020-04,pyfields,48.7,5591
243,2020-04,classtools-autocode,4.9,144
244,2020-04,pytest-pilot,1.9,481
245,2020-04,nox,99.5,240464
246,2020-04,pytest-harvest,27.9,3582
247,2020-04,azmlclient,1.1,1706
248,2020-04,makefun,78.0,18316
249,2020-04,tabulate,80.2,8043739
250,2020-04,odsclient,1.1,911
251,2020-04,sficopaf,3.5,86
252,2020-04,autoclass,2.5,5856
253,2020-04,getversion,9.1,1985
254,2020-04,decopatch,84.1,15500
255,2020-04,mini-lambda,5.5,2256
256,2020-04,yamlable,10.6,1558
257,2020-04,pyoad,3.0,99
258,2020-04,valid8,47.1,6352
259,2020-04,spawny,1.8,1020
260,2020-04,vtypes,4.0,476
261,2020-04,pytest-cases,63.3,14083
262,2020-04,fprules,1.9,772
263,2020-03,parsyfiles,0.1,703
264,2020-03,spawny,0.2,473
265,2020-03,getversion,19.4,1127
266,2020-03,envswitch,0.3,926
267,2020-03,pytest-pilot,1.7,118
268,2020-03,pyoad,1.0,97
269,2020-03,autoclass,2.7,4298
270,2020-03,nox,99.3,201206
271,2020-03,pyfields,63.6,4207
272,2020-03,odsclient,0.9,1906
273,2020-03,valid8,55.4,5175
274,2020-03,pytest-harvest,35.5,2781
275,2020-03,fprules,2.6,350
276,2020-03,decopatch,87.5,15307
277,2020-03,mini-lambda,3.1,1340
278,2020-03,azmlclient,0.7,1204
279,2020-03,click,84.6,26145658
280,2020-03,makefun,77.6,19174
281,2020-03,vtypes,3.7,161
282,2020-03,pytest-cases,61.7,15291
283,2020-03,classtools-autocode,3.6,138
284,2020-03,tabulate,77.0,7527563
285,2020-03,sficopaf,1.1,94
286,2020-03,yamlable,12.2,1115
287,2020-03,pytest-steps,37.7,3434
288,2020-03,mixture,9.3,356
289,2020-02,vtypes,7.8,526
290,2020-02,yamlable,5.3,939
291,2020-02,classtools-autocode,3.5,142
292,2020-02,makefun,82.5,15109
293,2020-02,click,78.9,21295377
294,2020-02,spawny,0.4,561
295,2020-02,sficopaf,1.3,80
296,2020-02,valid8,40.6,4567
297,2020-02,autoclass,4.1,4456
298,2020-02,pytest-steps,20.7,2697
299,2020-02,envswitch,0.4,765
300,2020-02,odsclient,1.7,801
301,2020-02,tabulate,74.5,6868843
302,2020-02,mixture,7.7,324
303,2020-02,getversion,9.3,979
304,2020-02,azmlclient,0.2,1234
305,2020-02,mini-lambda,4.9,1099
306,2020-02,decopatch,85.8,13538
307,2020-02,pyfields,47.6,3390
308,2020-02,pytest-harvest,28.5,3463
309,2020-02,nox,98.8,90872
310,2020-02,parsyfiles,0.1,753
311,2020-02,pytest-cases,66.9,12858
312,2020-02,pytest-pilot,2.5,119
313,2020-02,pyoad,2.4,83
314,2020-02,fprules,0.3,364
315,2020-01,nox,95.9,27183
316,2020-01,spawny,4.7,663
317,2020-01,pytest-cases,64.1,13446
318,2020-01,envswitch,5.3,1075
319,2020-01,makefun,80.0,17317
320,2020-01,azmlclient,6.6,1436
321,2020-01,classtools-autocode,7.5,159
322,2020-01,autoclass,8.8,5247
323,2020-01,click,74.2,24375235
324,2020-01,mini-lambda,12.2,1631
325,2020-01,valid8,50.6,7391
326,2020-01,fprules,5.5,439
327,2020-01,mixture,8.6,395
328,2020-01,pyfields,54.5,6325
329,2020-01,yamlable,7.9,1017
330,2020-01,decopatch,83.0,15535
331,2020-01,sficopaf,5.5,109
332,2020-01,parsyfiles,5.4,886
333,2020-01,getversion,8.0,1572
334,2020-01,pytest-pilot,4.0,151
335,2020-01,tabulate,72.9,6296242
336,2020-01,pyoad,5.1,118
337,2020-01,pytest-harvest,31.8,2891
338,2020-01,pytest-steps,22.6,3610
