,yyyymm,project,percent_3,download_count
36,2023-09,click,83.6,159793595
37,2023-09,fprules,4.3,163
38,2023-09,nox,89.2,938106
39,2023-09,pytest-pilot,58.9,560
40,2023-09,parsyfiles,1.0,193
41,2023-09,tabulate,94.0,48464637
42,2023-09,mini-lambda,51.7,799
43,2023-09,valid8,70.4,3275
44,2023-09,azmlclient,30.0,580
45,2023-09,qdscreen,4.7,171
46,2023-09,spawny,6.7,164
47,2023-09,genbadge,86.2,53895
48,2023-09,pyoad,3.6,28
49,2023-09,autoclass,19.2,1463
50,2023-09,yamlable,81.6,4718
51,2023-09,m5py,26.8,123
52,2023-09,sficopaf,14.8,27
53,2023-09,classtools-autocode,33.8,65
54,2023-09,vtypes,32.4,74
55,2023-09,marshmallow-pyfields,6.7,75
56,2023-09,makefun,98.4,7918641
57,2023-09,decopatch,77.2,176168
58,2023-09,getversion,49.2,765
25,2023-08,yamlable,85.8,5564
26,2023-08,parsyfiles,0.8,521
27,2023-08,spawny,7.5,359
28,2023-08,marshmallow-pyfields,10.3,126
29,2023-08,vtypes,38.6,166
30,2023-08,pytest-pilot,55.3,759
31,2023-08,autoclass,10.3,2838
32,2023-08,m5py,21.0,162
33,2023-08,qdscreen,5.3,302
34,2023-08,sficopaf,5.6,54
35,2023-08,click,83.3,157077649
36,2023-08,classtools-autocode,23.1,78
37,2023-08,makefun,97.4,6467219
38,2023-08,mixture,19.0,195
39,2023-08,pyoad,0.0,51
40,2023-08,mini-lambda,39.9,1205
41,2023-08,valid8,72.7,6611
42,2023-08,decopatch,75.3,181509
43,2023-08,pytest-steps,64.4,21406
44,2023-08,pytest-cases,69.8,153373
45,2023-08,pytest-harvest,72.6,26744
46,2023-08,azmlclient,16.6,941
47,2023-08,envswitch,2.8,460
48,2023-08,genbadge,84.7,48256
49,2023-08,pyfields,74.7,5596
50,2023-08,tabulate,94.3,51733572
51,2023-08,mkdocs-gallery,27.1,2046
52,2023-08,getversion,39.6,994
53,2023-08,odsclient,34.2,938
54,2023-08,nox,90.4,1015592
55,2023-08,doit-api,5.0,303
56,2023-08,fprules,1.8,285
29,2023-07,pytest-pilot,61.9,782
30,2023-07,envswitch,1.9,522
31,2023-07,pytest-steps,66.9,19369
32,2023-07,pyfields,88.4,8542
33,2023-07,autoclass,11.5,2926
34,2023-07,decopatch,76.9,191456
35,2023-07,classtools-autocode,30.5,105
36,2023-07,mini-lambda,46.8,1120
37,2023-07,mkdocs-gallery,30.7,1832
38,2023-07,yamlable,85.6,4188
39,2023-07,odsclient,28.4,573
40,2023-07,vtypes,22.4,134
41,2023-07,valid8,87.1,9302
42,2023-07,genbadge,85.7,58677
43,2023-07,getversion,36.9,1042
44,2023-07,marshmallow-pyfields,4.1,98
45,2023-07,mixture,19.0,158
46,2023-07,pyoad,2.2,46
47,2023-07,m5py,28.0,143
48,2023-07,qdscreen,3.6,247
49,2023-07,sficopaf,10.0,50
50,2023-07,parsyfiles,1.2,419
51,2023-07,pytest-harvest,74.8,18606
52,2023-07,nox,91.6,988366
53,2023-07,doit-api,2.6,311
54,2023-07,spawny,2.0,298
55,2023-07,click,82.4,135229466
56,2023-07,pytest-cases,73.2,166246
57,2023-07,tabulate,94.5,49667411
58,2023-07,fprules,3.3,272
59,2023-07,makefun,97.4,5688633
60,2023-07,azmlclient,18.0,885
28,2023-06,odsclient,28.5,571
29,2023-06,marshmallow-pyfields,21.2,104
30,2023-06,decopatch,78.4,181334
31,2023-06,m5py,48.6,183
32,2023-06,mini-lambda,59.1,1264
33,2023-06,spawny,9.3,237
34,2023-06,mixture,31.1,148
35,2023-06,valid8,89.0,9786
36,2023-06,pyoad,8.1,37
37,2023-06,vtypes,70.5,220
38,2023-06,pyfields,88.2,8906
39,2023-06,mkdocs-gallery,38.0,1875
40,2023-06,tabulate,95.4,48225203
41,2023-06,genbadge,84.3,58574
42,2023-06,azmlclient,21.0,734
43,2023-06,sficopaf,11.1,36
44,2023-06,pytest-cases,74.3,156037
45,2023-06,fprules,5.5,236
46,2023-06,makefun,96.9,4876777
47,2023-06,classtools-autocode,17.4,69
48,2023-06,yamlable,86.6,3842
49,2023-06,envswitch,6.9,363
50,2023-06,autoclass,13.1,2578
51,2023-06,pytest-harvest,72.8,19001
52,2023-06,qdscreen,7.8,269
53,2023-06,click,81.0,122942266
54,2023-06,doit-api,7.0,256
55,2023-06,pytest-steps,74.4,18600
56,2023-06,parsyfiles,7.5,360
57,2023-06,nox,90.6,977614
58,2023-06,pytest-pilot,67.3,637
59,2023-06,getversion,44.6,999
29,2023-05,qdscreen,4.0,350
30,2023-05,valid8,83.3,10339
31,2023-05,pyfields,79.7,9707
32,2023-05,nox,91.7,1071504
33,2023-05,yamlable,84.9,5555
34,2023-05,pytest-pilot,61.7,750
35,2023-05,tabulate,95.4,47386010
36,2023-05,sficopaf,4.0,50
37,2023-05,marshmallow-pyfields,1.9,108
38,2023-05,pyoad,3.5,57
39,2023-05,envswitch,1.4,365
40,2023-05,click,80.0,129855219
41,2023-05,pytest-cases,75.1,150903
42,2023-05,decopatch,79.2,170823
43,2023-05,getversion,40.8,1089
44,2023-05,pytest-harvest,77.9,17576
45,2023-05,pytest-steps,73.0,18448
46,2023-05,m5py,28.5,172
47,2023-05,mini-lambda,47.6,1383
48,2023-05,genbadge,86.2,62754
49,2023-05,mkdocs-gallery,18.6,3503
50,2023-05,autoclass,14.6,2549
51,2023-05,fprules,5.5,237
52,2023-05,parsyfiles,0.0,499
53,2023-05,classtools-autocode,17.9,78
54,2023-05,azmlclient,26.3,763
55,2023-05,mixture,20.3,177
56,2023-05,vtypes,55.1,245
57,2023-05,makefun,97.7,4600686
58,2023-05,spawny,0.9,349
59,2023-05,doit-api,6.3,237
60,2023-05,odsclient,22.3,740
24,2023-04,pytest-harvest,89.2,16834
25,2023-04,getversion,41.2,955
26,2023-04,pytest-pilot,66.4,717
27,2023-04,qdscreen,3.8,344
28,2023-04,yamlable,87.3,4737
29,2023-04,decopatch,81.0,157055
30,2023-04,parsyfiles,1.4,288
31,2023-04,mkdocs-gallery,29.8,1205
32,2023-04,sficopaf,21.8,55
33,2023-04,odsclient,18.4,528
34,2023-04,fprules,2.2,223
35,2023-04,azmlclient,13.8,848
36,2023-04,valid8,88.5,11042
37,2023-04,pytest-steps,70.9,15064
38,2023-04,doit-api,3.9,257
39,2023-04,m5py,33.5,200
40,2023-04,marshmallow-pyfields,2.1,96
41,2023-04,nox,91.8,1019780
42,2023-04,mixture,24.4,193
43,2023-04,autoclass,9.8,2524
44,2023-04,classtools-autocode,33.7,92
45,2023-04,vtypes,47.0,181
46,2023-04,makefun,98.2,4412461
47,2023-04,tabulate,95.8,44349649
48,2023-04,envswitch,2.5,406
49,2023-04,mini-lambda,45.1,1147
50,2023-04,pyfields,89.4,9959
51,2023-04,genbadge,90.9,68379
52,2023-04,pytest-cases,77.8,138965
53,2023-04,click,78.3,120930819
54,2023-04,pyoad,0.0,42
55,2023-04,spawny,0.9,345
26,2023-03,mixture,22.6,261
27,2023-03,pytest-pilot,62.1,1000
28,2023-03,marshmallow-pyfields,7.0,157
29,2023-03,spawny,1.3,374
30,2023-03,pyoad,1.8,57
31,2023-03,valid8,87.4,12187
32,2023-03,pytest-steps,68.9,17108
33,2023-03,pytest-cases,78.8,161616
34,2023-03,pytest-harvest,86.9,18421
35,2023-03,getversion,43.5,1506
36,2023-03,decopatch,82.4,172665
37,2023-03,m5py,21.9,201
38,2023-03,genbadge,91.1,76637
39,2023-03,classtools-autocode,6.5,92
40,2023-03,qdscreen,3.2,623
41,2023-03,fprules,0.9,351
42,2023-03,doit-api,4.4,390
43,2023-03,yamlable,83.0,5071
44,2023-03,azmlclient,12.8,1030
45,2023-03,autoclass,9.2,3073
46,2023-03,makefun,97.9,4216051
47,2023-03,vtypes,46.4,295
48,2023-03,envswitch,1.3,619
49,2023-03,sficopaf,5.5,55
50,2023-03,tabulate,95.7,49532999
51,2023-03,mini-lambda,38.5,1396
52,2023-03,odsclient,51.2,1389
53,2023-03,parsyfiles,0.8,510
54,2023-03,mkdocs-gallery,16.8,745
55,2023-03,nox,91.9,1118367
56,2023-03,click,74.4,138253095
57,2023-03,pyfields,85.1,10884
30,2023-02,m5py,17.7,198
31,2023-02,tabulate,95.2,42738607
32,2023-02,makefun,97.9,3613088
33,2023-02,marshmallow-pyfields,5.1,138
34,2023-02,decopatch,81.8,146424
35,2023-02,pytest-steps,66.7,14319
36,2023-02,doit-api,3.1,319
37,2023-02,mkdocs-gallery,5.4,778
38,2023-02,spawny,1.6,318
39,2023-02,fprules,1.8,276
40,2023-02,genbadge,92.8,81645
41,2023-02,azmlclient,5.7,907
42,2023-02,pytest-harvest,81.9,14420
43,2023-02,mixture,12.2,197
44,2023-02,pyoad,3.8,53
45,2023-02,envswitch,0.9,541
46,2023-02,pyfields,88.0,11695
47,2023-02,autoclass,3.2,3263
48,2023-02,click,72.3,127862654
49,2023-02,yamlable,80.3,5113
50,2023-02,pytest-pilot,63.1,778
51,2023-02,valid8,87.0,13519
52,2023-02,odsclient,38.0,922
53,2023-02,mini-lambda,32.6,1273
54,2023-02,classtools-autocode,2.3,88
55,2023-02,getversion,62.6,1739
56,2023-02,vtypes,70.9,330
57,2023-02,parsyfiles,1.0,525
58,2023-02,pytest-cases,76.9,129735
59,2023-02,nox,93.9,1031419
60,2023-02,qdscreen,1.8,271
61,2023-02,sficopaf,7.7,52
32,2023-01,pytest-harvest,88.9,13097
33,2023-01,classtools-autocode,5.6,54
34,2023-01,azmlclient,6.3,447
35,2023-01,tabulate,94.8,45732696
36,2023-01,pyfields,97.7,32512
37,2023-01,fprules,1.1,187
38,2023-01,click,67.5,140504084
39,2023-01,pytest-pilot,80.3,747
40,2023-01,nox,94.7,1165922
41,2023-01,mixture,31.5,130
42,2023-01,pytest-cases,78.5,148876
43,2023-01,mini-lambda,65.3,981
44,2023-01,autoclass,6.7,1502
45,2023-01,spawny,1.1,184
46,2023-01,valid8,97.7,36875
47,2023-01,parsyfiles,0.4,227
48,2023-01,marshmallow-pyfields,7.9,63
49,2023-01,odsclient,67.0,874
50,2023-01,yamlable,90.3,4212
51,2023-01,m5py,40.4,166
52,2023-01,pytest-steps,75.2,13939
53,2023-01,pyoad,0.0,29
54,2023-01,sficopaf,3.4,29
55,2023-01,envswitch,2.2,279
56,2023-01,vtypes,65.0,140
57,2023-01,getversion,78.6,2987
58,2023-01,doit-api,1.6,183
59,2023-01,genbadge,93.6,75254
60,2023-01,qdscreen,1.2,162
61,2023-01,decopatch,83.7,191706
62,2023-01,mkdocs-gallery,6.0,818
63,2023-01,makefun,97.7,3416306
