,yyyymm,project,percent_3,download_count
48,2025-09,getversion,96.0,20724
49,2025-09,makefun,97.9,15266184
50,2025-09,vtypes,57.8,322
51,2025-09,pytest-harvest,96.6,212335
52,2025-09,mixture,38.3,235
53,2025-09,valid8,88.2,13330
54,2025-09,azmlclient,33.1,1025
55,2025-09,qdscreen,0.8,244
56,2025-09,decopatch,84.5,981186
57,2025-09,genbadge,80.3,144334
58,2025-09,doit-api,2.9,274
59,2025-09,odsclient,17.0,570
60,2025-09,sficopaf,1.8,56
32,2025-08,genbadge,78.7,121562
33,2025-08,parsyfiles,15.2,356
34,2025-08,doit-api,13.9,202
35,2025-08,envswitch,0.8,261
36,2025-08,valid8,83.7,7636
37,2025-08,azmlclient,37.5,941
38,2025-08,autoclass,22.1,2437
39,2025-08,getversion,97.6,27940
40,2025-08,classtools-autocode,1.5,66
41,2025-08,makefun,97.9,17151002
42,2025-08,pyoad,4.3,46
43,2025-08,nox,94.6,4603192
44,2025-08,pyfields,82.9,6013
45,2025-08,mixture,27.5,167
46,2025-08,m5py,46.6,399
47,2025-08,pytest-harvest,95.9,190127
48,2025-08,vtypes,48.9,307
49,2025-08,marshmallow-pyfields,79.2,448
50,2025-08,qdscreen,3.4,207
51,2025-08,click,91.4,377841133
52,2025-08,pytest-steps,78.8,51792
53,2025-08,odsclient,17.2,448
54,2025-08,spawny,3.3,245
55,2025-08,pytest-cases,92.9,2430518
56,2025-08,mkdocs-gallery,93.7,42265
57,2025-08,sficopaf,0.0,48
58,2025-08,mini-lambda,16.5,667
59,2025-08,decopatch,93.2,2656714
60,2025-08,fprules,4.5,177
61,2025-08,pytest-pilot,60.1,701
62,2025-08,tabulate,94.9,107146661
63,2025-08,yamlable,97.2,57581
24,2025-07,pytest-cases,84.6,1012807
25,2025-07,tabulate,95.1,106836151
26,2025-07,spawny,4.2,190
27,2025-07,parsyfiles,0.0,358
28,2025-07,makefun,97.8,15983692
29,2025-07,yamlable,96.1,48798
30,2025-07,pyfields,84.9,7426
31,2025-07,pyoad,4.2,48
32,2025-07,azmlclient,30.3,1095
33,2025-07,fprules,3.4,233
34,2025-07,pytest-harvest,96.1,208224
35,2025-07,marshmallow-pyfields,76.1,452
36,2025-07,mkdocs-gallery,85.7,18372
37,2025-07,envswitch,2.5,407
38,2025-07,genbadge,70.8,126786
39,2025-07,vtypes,35.7,263
40,2025-07,mixture,20.0,185
41,2025-07,decopatch,87.1,1271083
42,2025-07,getversion,98.2,37926
43,2025-07,pytest-pilot,40.0,688
44,2025-07,qdscreen,0.5,187
45,2025-07,nox,95.0,5026001
46,2025-07,valid8,87.0,8338
47,2025-07,pytest-steps,76.1,51440
48,2025-07,doit-api,2.4,292
49,2025-07,sficopaf,2.3,43
50,2025-07,odsclient,13.7,547
51,2025-07,click,91.2,347308722
52,2025-07,autoclass,18.1,2898
53,2025-07,m5py,45.3,369
54,2025-07,mini-lambda,18.5,666
55,2025-07,classtools-autocode,11.5,87
28,2025-06,spawny,2.9,208
29,2025-06,mini-lambda,29.3,813
30,2025-06,pytest-pilot,47.6,630
31,2025-06,envswitch,2.2,372
32,2025-06,classtools-autocode,8.7,69
33,2025-06,azmlclient,30.3,978
34,2025-06,pytest-harvest,93.6,165469
35,2025-06,fprules,1.9,211
36,2025-06,odsclient,28.3,488
37,2025-06,pyfields,87.4,8823
38,2025-06,m5py,57.9,378
39,2025-06,parsyfiles,1.9,427
40,2025-06,tabulate,94.9,96529691
41,2025-06,yamlable,96.5,38427
42,2025-06,getversion,98.6,58240
43,2025-06,autoclass,18.7,2652
44,2025-06,genbadge,68.3,129955
45,2025-06,pyoad,12.2,49
46,2025-06,sficopaf,11.4,35
47,2025-06,qdscreen,8.6,162
48,2025-06,doit-api,5.1,195
49,2025-06,nox,93.5,6828602
50,2025-06,pytest-steps,73.9,39712
51,2025-06,click,90.7,325080388
52,2025-06,makefun,97.4,15029506
53,2025-06,decopatch,77.2,850232
54,2025-06,marshmallow-pyfields,44.1,145
55,2025-06,vtypes,50.5,273
56,2025-06,valid8,90.1,9726
57,2025-06,mixture,26.3,167
58,2025-06,pytest-cases,71.3,646110
59,2025-06,mkdocs-gallery,71.1,9230
31,2025-05,nox,93.1,4630991
32,2025-05,yamlable,96.3,36941
33,2025-05,vtypes,45.5,420
34,2025-05,genbadge,66.2,106205
35,2025-05,spawny,1.7,236
36,2025-05,pytest-steps,71.9,39432
37,2025-05,envswitch,3.2,285
38,2025-05,odsclient,20.0,440
39,2025-05,m5py,81.3,893
40,2025-05,azmlclient,55.3,1019
41,2025-05,makefun,97.4,15586242
42,2025-05,decopatch,73.8,691576
43,2025-05,autoclass,32.3,2393
44,2025-05,pytest-pilot,42.9,524
45,2025-05,mixture,42.6,197
46,2025-05,sficopaf,11.1,54
47,2025-05,pyoad,4.3,47
48,2025-05,classtools-autocode,9.3,54
49,2025-05,pyfields,89.8,14287
50,2025-05,pytest-cases,66.8,518397
51,2025-05,getversion,99.2,80402
52,2025-05,marshmallow-pyfields,69.3,241
53,2025-05,click,91.3,309471357
54,2025-05,pytest-harvest,94.2,132403
55,2025-05,qdscreen,1.0,194
56,2025-05,mkdocs-gallery,74.0,11394
57,2025-05,tabulate,95.1,95768162
58,2025-05,parsyfiles,0.7,295
59,2025-05,doit-api,3.9,181
60,2025-05,valid8,90.4,15557
61,2025-05,fprules,5.7,157
62,2025-05,mini-lambda,23.2,508
30,2025-04,pytest-cases,69.6,513898
31,2025-04,envswitch,2.1,868
32,2025-04,pytest-steps,65.7,32632
33,2025-04,qdscreen,0.0,413
34,2025-04,mixture,20.1,369
35,2025-04,m5py,51.0,822
36,2025-04,odsclient,10.6,913
37,2025-04,vtypes,27.8,284
38,2025-04,doit-api,2.0,546
39,2025-04,genbadge,59.2,107865
40,2025-04,valid8,83.1,13845
41,2025-04,yamlable,95.5,46147
42,2025-04,classtools-autocode,3.1,129
43,2025-04,pytest-pilot,26.4,784
44,2025-04,pyoad,4.2,95
45,2025-04,click,90.6,279695903
46,2025-04,parsyfiles,0.0,637
47,2025-04,mkdocs-gallery,72.0,10792
48,2025-04,mini-lambda,8.6,1174
49,2025-04,azmlclient,19.4,1564
50,2025-04,getversion,97.5,47866
51,2025-04,marshmallow-pyfields,79.9,971
52,2025-04,makefun,97.4,14191927
53,2025-04,autoclass,12.6,4467
54,2025-04,pyfields,83.3,12285
55,2025-04,fprules,1.3,474
56,2025-04,nox,94.8,4104845
57,2025-04,sficopaf,1.1,87
58,2025-04,tabulate,94.7,88433901
59,2025-04,pytest-harvest,95.3,154692
60,2025-04,spawny,0.6,532
61,2025-04,decopatch,77.5,701123
32,2025-03,autoclass,12.6,4262
33,2025-03,azmlclient,21.2,1545
34,2025-03,mkdocs-gallery,69.9,8881
35,2025-03,fprules,2.1,426
36,2025-03,genbadge,61.4,119086
37,2025-03,qdscreen,3.9,436
38,2025-03,tabulate,94.2,84765490
39,2025-03,spawny,2.3,533
40,2025-03,odsclient,15.3,1159
41,2025-03,pyfields,71.8,7390
42,2025-03,valid8,76.7,8448
43,2025-03,classtools-autocode,12.9,155
44,2025-03,pytest-cases,65.5,527861
45,2025-03,yamlable,94.0,40942
46,2025-03,click,89.9,267393031
47,2025-03,m5py,37.0,689
48,2025-03,pytest-harvest,95.3,173849
49,2025-03,envswitch,0.7,810
50,2025-03,doit-api,2.1,482
51,2025-03,pytest-pilot,27.5,937
52,2025-03,makefun,97.2,14533044
53,2025-03,mixture,15.7,363
54,2025-03,nox,94.4,3547227
55,2025-03,sficopaf,7.4,95
56,2025-03,decopatch,74.6,723851
57,2025-03,parsyfiles,0.5,847
58,2025-03,mini-lambda,7.0,1266
59,2025-03,pyoad,5.2,96
60,2025-03,pytest-steps,67.3,35872
61,2025-03,marshmallow-pyfields,45.8,378
62,2025-03,vtypes,24.6,256
63,2025-03,getversion,96.2,34928
32,2025-02,pytest-pilot,30.3,785
33,2025-02,qdscreen,3.4,263
34,2025-02,pytest-harvest,95.0,122064
35,2025-02,pytest-steps,56.6,36050
36,2025-02,mkdocs-gallery,59.5,5394
37,2025-02,sficopaf,7.8,64
38,2025-02,pyoad,4.5,67
39,2025-02,getversion,94.8,17309
40,2025-02,mini-lambda,19.0,783
41,2025-02,azmlclient,26.6,1221
42,2025-02,m5py,57.6,778
43,2025-02,marshmallow-pyfields,38.2,225
44,2025-02,decopatch,77.4,599224
45,2025-02,parsyfiles,6.1,392
46,2025-02,makefun,97.3,13554681
47,2025-02,nox,92.8,3353266
48,2025-02,click,89.9,247342456
49,2025-02,pyfields,80.2,5991
50,2025-02,odsclient,35.2,631
51,2025-02,autoclass,20.7,3953
52,2025-02,mixture,17.4,259
53,2025-02,fprules,2.2,275
54,2025-02,yamlable,95.2,37293
55,2025-02,tabulate,93.7,74579242
56,2025-02,vtypes,24.6,394
57,2025-02,classtools-autocode,29.5,149
58,2025-02,spawny,3.7,301
59,2025-02,pytest-cases,71.1,451293
60,2025-02,envswitch,2.4,542
61,2025-02,doit-api,4.6,324
62,2025-02,genbadge,65.7,120242
63,2025-02,valid8,78.2,7908
31,2025-01,pytest-steps,61.2,44268
32,2025-01,autoclass,11.3,3976
33,2025-01,pyfields,73.5,7358
34,2025-01,classtools-autocode,17.6,148
35,2025-01,mixture,19.0,274
36,2025-01,tabulate,94.2,78144342
37,2025-01,getversion,91.7,13051
38,2025-01,doit-api,4.6,393
39,2025-01,pytest-harvest,93.7,139102
40,2025-01,nox,93.1,3393440
41,2025-01,azmlclient,22.9,1433
42,2025-01,sficopaf,1.3,77
43,2025-01,pyoad,1.2,85
44,2025-01,fprules,0.6,345
45,2025-01,qdscreen,0.5,389
46,2025-01,genbadge,71.2,78746
47,2025-01,decopatch,81.1,584699
48,2025-01,yamlable,94.5,35874
49,2025-01,mini-lambda,27.0,1302
50,2025-01,envswitch,1.1,626
51,2025-01,parsyfiles,0.1,685
52,2025-01,m5py,41.0,612
53,2025-01,valid8,73.8,9360
54,2025-01,vtypes,47.0,387
55,2025-01,spawny,0.8,485
56,2025-01,mkdocs-gallery,61.3,6450
57,2025-01,pytest-pilot,26.1,729
58,2025-01,odsclient,38.8,1258
59,2025-01,click,90.6,265448607
60,2025-01,pytest-cases,74.4,428479
61,2025-01,marshmallow-pyfields,48.5,305
62,2025-01,makefun,97.9,13939043
