,yyyymm,project,percent_3,download_count
204,2021-07,vtypes,3.8,184
205,2021-07,yamlable,39.7,1885
206,2021-07,envswitch,3.0,731
207,2021-07,pyoad,0.0,79
208,2021-07,tabulate,93.7,23865257
209,2021-07,spawny,3.3,484
210,2021-07,nox,95.4,325751
211,2021-07,click,61.0,88273425
212,2021-06,nox,95.0,371851
213,2021-06,vtypes,26.2,202
214,2021-06,pyfields,94.4,40394
215,2021-06,autoclass,13.9,4305
216,2021-06,mixture,17.2,250
217,2021-06,genbadge,23.2,2452
218,2021-06,getversion,30.4,1225
219,2021-06,classtools-autocode,11.1,135
220,2021-06,odsclient,88.3,6467
221,2021-06,fprules,0.5,393
222,2021-06,azmlclient,1.9,1239
223,2021-06,makefun,91.8,136481
224,2021-06,envswitch,0.8,709
225,2021-06,sficopaf,1.4,70
226,2021-06,parsyfiles,0.3,581
227,2021-06,pytest-harvest,85.3,11438
228,2021-06,pyoad,1.3,79
229,2021-06,pytest-steps,83.2,12291
230,2021-06,valid8,95.0,40731
231,2021-06,spawny,0.2,408
232,2021-06,marshmallow-pyfields,2.6,153
233,2021-06,decopatch,92.1,102568
234,2021-06,pytest-pilot,3.7,380
235,2021-06,pytest-cases,77.5,59463
236,2021-06,yamlable,17.7,1103
237,2021-06,qdscreen,0.5,184
238,2021-06,doit-api,9.6,460
239,2021-06,click,84.3,61227868
240,2021-06,mini-lambda,29.6,1144
241,2021-06,tabulate,90.3,20035805
242,2021-05,genbadge,3.0,1893
243,2021-05,pytest-pilot,0.8,394
244,2021-05,pytest-cases,80.3,70124
245,2021-05,decopatch,92.8,118279
246,2021-05,doit-api,6.6,532
247,2021-05,marshmallow-pyfields,0.5,190
248,2021-05,qdscreen,0.5,206
249,2021-05,fprules,0.8,378
250,2021-05,click,87.0,53253417
251,2021-05,odsclient,24.8,1016
252,2021-05,parsyfiles,1.6,571
253,2021-05,vtypes,1.5,135
254,2021-05,sficopaf,2.9,70
255,2021-05,spawny,0.5,434
256,2021-05,yamlable,25.7,892
257,2021-05,valid8,96.1,48744
258,2021-05,makefun,91.4,148462
259,2021-05,tabulate,90.3,16710132
260,2021-05,classtools-autocode,12.5,120
261,2021-05,pyfields,96.0,47763
262,2021-05,mixture,13.2,243
263,2021-05,pyoad,1.4,69
264,2021-05,nox,96.3,318171
265,2021-05,getversion,24.3,1134
266,2021-05,mini-lambda,28.4,1259
267,2021-05,pytest-harvest,80.4,8394
268,2021-05,azmlclient,0.6,1166
269,2021-05,envswitch,1.9,583
270,2021-05,pytest-steps,83.9,13146
271,2021-05,autoclass,12.8,3922
272,2021-04,pytest-cases,74.9,60069
273,2021-04,doit-api,10.2,410
274,2021-04,pyoad,4.4,68
275,2021-04,vtypes,17.2,145
276,2021-04,spawny,7.2,457
277,2021-04,pytest-pilot,9.2,425
278,2021-04,mini-lambda,32.5,1248
279,2021-04,odsclient,25.2,1271
280,2021-04,autoclass,12.9,3470
281,2021-04,pyfields,95.7,43628
282,2021-04,envswitch,5.4,522
283,2021-04,parsyfiles,11.5,589
284,2021-04,tabulate,89.5,15831904
285,2021-04,marshmallow-pyfields,12.8,156
286,2021-04,yamlable,18.5,752
287,2021-04,fprules,3.6,330
288,2021-04,mixture,19.5,236
289,2021-04,classtools-autocode,26.5,132
290,2021-04,nox,95.5,270513
291,2021-04,makefun,89.8,134110
292,2021-04,decopatch,91.6,107490
293,2021-04,sficopaf,9.3,75
294,2021-04,pytest-harvest,79.1,15454
295,2021-04,qdscreen,1.9,261
296,2021-04,azmlclient,5.7,1375
297,2021-04,valid8,96.2,44333
298,2021-04,click,86.0,49793301
299,2021-04,getversion,23.9,878
300,2021-04,pytest-steps,81.1,12081
301,2021-03,pytest-cases,81.3,65867
302,2021-03,marshmallow-pyfields,6.3,269
303,2021-03,valid8,87.9,31850
304,2021-03,fprules,2.0,557
305,2021-03,tabulate,88.2,16333710
306,2021-03,envswitch,3.2,838
307,2021-03,getversion,10.5,1347
308,2021-03,qdscreen,3.1,519
309,2021-03,pytest-steps,79.2,11405
310,2021-03,pyfields,86.2,30386
311,2021-03,classtools-autocode,11.3,151
312,2021-03,click,81.2,49665685
313,2021-03,vtypes,27.2,254
314,2021-03,yamlable,9.6,1042
315,2021-03,pytest-pilot,2.5,529
316,2021-03,autoclass,4.8,4568
317,2021-03,sficopaf,3.3,92
318,2021-03,nox,94.7,273557
319,2021-03,odsclient,21.9,2046
320,2021-03,parsyfiles,3.4,716
321,2021-03,mixture,9.2,382
322,2021-03,mini-lambda,47.2,2480
323,2021-03,pytest-harvest,84.0,17120
324,2021-03,doit-api,2.0,597
325,2021-03,decopatch,92.5,103068
326,2021-03,makefun,90.0,130589
327,2021-03,spawny,2.6,616
328,2021-03,azmlclient,2.0,1290
329,2021-03,pyoad,3.4,88
330,2021-02,mini-lambda,21.6,1513
331,2021-02,yamlable,15.0,1037
332,2021-02,mixture,7.5,279
333,2021-02,decopatch,91.7,77280
334,2021-02,pytest-pilot,0.2,476
335,2021-02,pytest-harvest,80.4,9880
336,2021-02,parsyfiles,0.5,754
337,2021-02,fprules,0.2,440
338,2021-02,pyfields,61.2,27034
339,2021-02,odsclient,12.7,1292
340,2021-02,nox,92.4,203685
341,2021-02,valid8,73.3,23493
342,2021-02,qdscreen,3.9,256
343,2021-02,tabulate,89.8,14758953
344,2021-02,pytest-steps,48.9,4591
345,2021-02,click,85.1,37948972
346,2021-02,pyoad,0.0,75
347,2021-02,makefun,89.6,91705
348,2021-02,getversion,17.5,1414
349,2021-02,sficopaf,0.0,71
350,2021-02,azmlclient,0.4,983
351,2021-02,pytest-cases,84.7,52600
352,2021-02,marshmallow-pyfields,5.6,198
353,2021-02,spawny,0.0,517
354,2021-02,doit-api,0.2,488
355,2021-02,autoclass,15.1,4142
356,2021-02,vtypes,3.4,145
357,2021-02,envswitch,0.1,720
358,2021-02,classtools-autocode,1.9,107
359,2021-01,classtools-autocode,9.4,128
360,2021-01,mini-lambda,30.3,1476
361,2021-01,odsclient,26.8,1461
362,2021-01,marshmallow-pyfields,23.7,236
363,2021-01,envswitch,1.1,650
364,2021-01,yamlable,16.4,1009
365,2021-01,vtypes,1.8,165
366,2021-01,decopatch,91.0,65692
367,2021-01,pytest-cases,81.1,41243
368,2021-01,azmlclient,0.3,1103
369,2021-01,tabulate,89.6,14616665
370,2021-01,parsyfiles,0.3,736
371,2021-01,autoclass,6.9,4239
372,2021-01,pytest-steps,68.9,8726
373,2021-01,valid8,73.3,24678
374,2021-01,click,86.3,36650962
375,2021-01,spawny,0.2,570
376,2021-01,makefun,90.0,79530
377,2021-01,nox,94.9,234332
378,2021-01,sficopaf,0.0,81
379,2021-01,fprules,2.9,447
380,2021-01,pyfields,73.1,24701
381,2021-01,pyoad,0.0,83
382,2021-01,doit-api,0.4,462
383,2021-01,pytest-pilot,1.8,511
384,2021-01,pytest-harvest,78.2,10286
385,2021-01,mixture,10.3,273
386,2021-01,getversion,23.1,989
