,yyyymm,project,percent_3,download_count
83,2018-08,autoclass,0.3,4410
84,2018-08,tabulate,32.2,1924441
85,2018-08,envswitch,0.0,1510
86,2018-08,parsyfiles,0.1,1541
87,2018-08,pyoad,0.0,134
88,2018-08,mini-lambda,0.0,1263
89,2018-08,sficopaf,0.0,128
90,2018-08,nox,3.4,475
91,2018-08,classtools-autocode,0.6,180
92,2018-08,click,53.7,6534221
93,2018-07,envswitch,0.2,495
94,2018-07,pytest-cases,0.9,1327
95,2018-07,azmlclient,2.0,50
96,2018-07,pyoad,0.0,33
97,2018-07,autoclass,0.3,1184
98,2018-07,valid8,0.3,699
99,2018-07,yamlable,1.0,303
100,2018-07,click,60.8,2503651
101,2018-07,mini-lambda,0.2,401
102,2018-07,classtools-autocode,1.8,55
103,2018-07,pytest-steps,2.2,588
104,2018-07,sficopaf,3.3,30
105,2018-07,parsyfiles,0.4,450
106,2018-07,tabulate,27.9,668104
107,2018-06,mini-lambda,0.6,525
108,2018-06,yamlable,0.0,109
109,2018-06,tabulate,27.5,487318
110,2018-06,valid8,0.5,1220
111,2018-06,pytest-cases,5.3,57
112,2018-06,classtools-autocode,0.0,57
113,2018-06,pyoad,4.1,49
114,2018-06,sficopaf,0.0,53
115,2018-06,envswitch,0.0,457
116,2018-06,click,70.2,2596780
117,2018-06,parsyfiles,0.6,652
118,2018-06,autoclass,0.5,1498
119,2018-06,azmlclient,0.0,61
120,2018-05,valid8,0.1,1421
121,2018-05,azmlclient,1.4,69
122,2018-05,autoclass,0.3,1630
123,2018-05,classtools-autocode,1.2,81
124,2018-05,sficopaf,0.0,78
125,2018-05,click,61.4,2317442
126,2018-05,envswitch,0.1,778
127,2018-05,parsyfiles,0.1,792
128,2018-05,pyoad,0.0,71
129,2018-05,tabulate,26.5,509125
130,2018-05,mini-lambda,0.1,704
131,2018-04,parsyfiles,0.0,859
132,2018-04,autoclass,0.4,1790
133,2018-04,valid8,0.3,1506
134,2018-04,sficopaf,0.0,60
135,2018-04,tabulate,27.2,510524
136,2018-04,classtools-autocode,2.7,73
137,2018-04,azmlclient,1.3,78
138,2018-04,pyoad,0.0,77
139,2018-04,mini-lambda,0.0,644
140,2018-04,envswitch,0.0,683
141,2018-04,click,59.6,2575617
142,2018-03,autoclass,0.6,2095
143,2018-03,click,49.2,1846337
144,2018-03,sficopaf,0.0,64
145,2018-03,mini-lambda,0.3,691
146,2018-03,parsyfiles,0.1,959
147,2018-03,azmlclient,2.7,74
148,2018-03,pyoad,0.0,71
149,2018-03,envswitch,0.2,630
150,2018-03,classtools-autocode,1.6,61
151,2018-03,valid8,0.5,2183
152,2018-03,tabulate,24.1,475823
153,2018-02,mini-lambda,0.0,6891
154,2018-02,envswitch,0.5,779
155,2018-02,click,56.0,2177665
156,2018-02,valid8,0.8,1806
157,2018-02,tabulate,26.9,466924
158,2018-02,autoclass,0.4,3111
159,2018-02,classtools-autocode,2.2,90
160,2018-02,pyoad,4.5,89
161,2018-02,parsyfiles,0.5,2507
162,2018-02,sficopaf,5.1,99
163,2018-02,azmlclient,6.7,90
164,2018-01,pyoad,2.3,133
165,2018-01,classtools-autocode,0.8,129
166,2018-01,sficopaf,1.7,117
167,2018-01,valid8,0.7,2841
168,2018-01,mini-lambda,0.1,5861
169,2018-01,envswitch,0.3,1210
170,2018-01,azmlclient,6.8,118
171,2018-01,autoclass,1.0,2773
172,2018-01,parsyfiles,1.0,708
173,2018-01,tabulate,31.8,571754
174,2018-01,click,46.1,2085548
