,yyyymm,project,percent_3,download_count
39,2024-02,marshmallow-pyfields,25.0,124
40,2024-02,yamlable,92.0,7556
41,2024-02,pytest-pilot,54.8,389
42,2024-02,autoclass,14.1,3045
43,2024-02,nox,93.2,1560865
44,2024-02,click,86.5,168512467
45,2024-02,genbadge,84.7,60082
46,2024-02,qdscreen,19.8,247
47,2024-02,odsclient,29.3,597
48,2024-02,valid8,71.7,3771
49,2024-02,fprules,10.0,269
50,2024-02,classtools-autocode,21.7,83
51,2024-02,decopatch,73.9,294532
52,2024-02,spawny,17.4,230
53,2024-02,vtypes,35.6,90
54,2024-02,parsyfiles,10.0,459
55,2024-02,mkdocs-gallery,38.8,2564
56,2024-02,pytest-steps,88.1,84655
57,2024-02,mini-lambda,33.8,909
58,2024-02,sficopaf,12.5,40
59,2024-02,pyoad,10.3,39
60,2024-02,makefun,98.3,12407554
61,2024-02,getversion,98.6,52026
30,2024-01,doit-api,18.7,235
31,2024-01,parsyfiles,0.0,335
32,2024-01,sficopaf,0.0,50
33,2024-01,genbadge,88.8,57381
34,2024-01,pytest-harvest,74.7,22674
35,2024-01,pyoad,0.0,46
36,2024-01,fprules,1.0,200
37,2024-01,vtypes,15.7,134
38,2024-01,m5py,35.7,776
39,2024-01,nox,90.7,1073397
40,2024-01,pytest-steps,85.7,70843
41,2024-01,odsclient,18.2,517
42,2024-01,yamlable,84.9,5386
43,2024-01,valid8,69.0,3593
44,2024-01,pytest-pilot,43.9,481
45,2024-01,pytest-cases,68.7,256870
46,2024-01,envswitch,1.3,318
47,2024-01,mkdocs-gallery,37.0,2600
48,2024-01,azmlclient,28.0,711
49,2024-01,mixture,47.9,267
50,2024-01,qdscreen,3.0,233
51,2024-01,decopatch,66.8,235635
52,2024-01,autoclass,14.0,1945
53,2024-01,mini-lambda,30.5,767
54,2024-01,marshmallow-pyfields,18.2,121
55,2024-01,pyfields,64.6,3080
56,2024-01,tabulate,93.6,51347268
57,2024-01,classtools-autocode,8.3,60
58,2024-01,click,86.4,168127812
59,2024-01,makefun,97.7,8600591
60,2024-01,getversion,98.9,35947
61,2024-01,spawny,2.3,257
